10, 0.000006
110, 0.000160
210, 0.000480
310, 0.000922
410, 0.001429
510, 0.001679
610, 0.003049
710, 0.004097
810, 0.005361
910, 0.006817
1010, 0.008457
1110, 0.010163
1210, 0.011493
1310, 0.012189
1410, 0.015602
1510, 0.016491
1610, 0.020328
1710, 0.025761
1810, 0.027048
1910, 0.030234
2010, 0.028074
2110, 0.035145
2210, 0.033990
2310, 0.040863
2410, 0.045490
2510, 0.046176
2610, 0.050041
2710, 0.057807
2810, 0.061092
2910, 0.066622
3010, 0.069845
3110, 0.076227
3210, 0.078945
3310, 0.084991
3410, 0.091608
3510, 0.095545
3610, 0.101072
3710, 0.112073
3810, 0.124699
3910, 0.126371
4010, 0.133281
4110, 0.144221
4210, 0.139506
4310, 0.150213
4410, 0.168989
4510, 0.162698
4610, 0.175665
4710, 0.189009
4810, 0.197212
4910, 0.191100
5010, 0.207538
5110, 0.207382
5210, 0.222433
5310, 0.215248
5410, 0.225377
5510, 0.235679
5610, 0.242688
5710, 0.251121
5810, 0.260420
5910, 0.273407
6010, 0.277273
6110, 0.288515
6210, 0.301118
6310, 0.304235
6410, 0.319017
6510, 0.341012
6610, 0.336620
6710, 0.351569
6810, 0.356148
6910, 0.369285
7010, 0.377163
7110, 0.408790
7210, 0.402488
7310, 0.409961
7410, 0.425552
7510, 0.435777
7610, 0.464288
7710, 0.473375
7810, 0.467358
7910, 0.479754
8010, 0.503134
8110, 0.507843
8210, 0.521826
8310, 0.529277
8410, 0.544371
8510, 0.563305
8610, 0.577055
8710, 0.582469
8810, 0.595150
8910, 0.617838
9010, 0.637362
9110, 0.635860
9210, 0.651064
9310, 0.667059
9410, 0.682506
9510, 0.701657
9610, 0.717333
9710, 0.729751
9810, 0.743080
9910, 0.751398
