10, 0.000000
20, 0.000000
30, 0.000000
40, 0.000000
50, 0.000000
60, 0.000463
70, 0.000467
80, 0.000082
90, 0.000087
100, 0.000000
110, 0.000000
120, 0.000376
130, 0.000486
140, 0.000486
150, 0.000114
160, 0.000457
170, 0.000544
180, 0.000502
190, 0.000143
200, 0.000482
210, 0.000000
220, 0.000280
230, 0.000501
240, 0.000512
250, 0.000507
260, 0.000507
270, 0.000509
280, 0.000512
290, 0.000508
300, 0.000534
310, 0.000550
320, 0.000518
330, 0.000582
340, 0.000522
350, 0.000521
360, 0.000526
370, 0.000540
380, 0.000569
390, 0.000529
400, 0.000530
410, 0.000540
420, 0.000499
430, 0.000535
440, 0.000373
450, 0.000532
460, 0.000405
470, 0.000555
480, 0.000513
490, 0.000500
500, 0.000421
510, 0.000550
520, 0.000556
530, 0.000549
540, 0.000549
550, 0.000502
560, 0.000580
570, 0.000556
580, 0.000485
590, 0.000577
600, 0.000486
610, 0.000587
620, 0.000588
630, 0.000594
640, 0.000601
650, 0.000574
660, 0.000502
670, 0.000576
680, 0.000576
690, 0.000487
700, 0.000563
710, 0.000524
720, 0.000603
730, 0.000510
740, 0.000595
750, 0.000572
760, 0.000520
770, 0.000594
780, 0.000618
790, 0.000577
800, 0.000611
810, 0.000611
820, 0.000590
830, 0.000615
840, 0.000612
850, 0.000591
860, 0.000521
870, 0.000603
880, 0.000625
890, 0.000609
900, 0.000616
910, 0.000608
920, 0.000655
930, 0.000640
940, 0.000616
950, 0.000648
960, 0.000657
970, 0.000556
980, 0.000742
990, 0.000673
1000, 0.000656
1010, 0.000647
1020, 0.000735
1030, 0.000685
1040, 0.000648
1050, 0.000665
1060, 0.000675
1070, 0.000644
1080, 0.000733
1090, 0.000723
1100, 0.000736
1110, 0.000727
1120, 0.000689
1130, 0.000671
1140, 0.000619
1150, 0.000705
1160, 0.000673
1170, 0.000680
1180, 0.000782
1190, 0.000776
1200, 0.000831
1210, 0.000811
1220, 0.000745
1230, 0.000724
1240, 0.000641
1250, 0.000796
1260, 0.000696
1270, 0.000705
1280, 0.000687
1290, 0.000764
1300, 0.000699
1310, 0.000717
1320, 0.000694
1330, 0.000707
1340, 0.000697
1350, 0.000699
1360, 0.000680
1370, 0.000715
1380, 0.000708
1390, 0.000700
1400, 0.000685
1410, 0.000694
1420, 0.000712
