10, 0.000051
110, 0.000078
210, 0.000099
310, 0.000121
410, 0.000161
510, 0.000000
610, 0.000228
710, 0.000204
810, 0.000216
910, 0.000231
1010, 0.000000
1110, 0.000259
1210, 0.000244
1310, 0.000000
1410, 0.000000
1510, 0.000299
1610, 0.000109
1710, 0.000306
1810, 0.000281
1910, 0.000354
2010, 0.000149
2110, 0.000319
2210, 0.000160
2310, 0.000000
2410, 0.000335
2510, 0.000392
2610, 0.000397
2710, 0.000419
2810, 0.000343
2910, 0.000411
3010, 0.000426
3110, 0.000419
3210, 0.000463
3310, 0.000418
3410, 0.000480
3510, 0.000471
3610, 0.000524
3710, 0.000468
3810, 0.000500
3910, 0.000546
4010, 0.000524
4110, 0.000654
4210, 0.000529
4310, 0.000529
4410, 0.000531
4510, 0.000489
4610, 0.000609
4710, 0.000570
4810, 0.000561
4910, 0.000702
5010, 0.000605
5110, 0.000604
5210, 0.000659
5310, 0.000668
5410, 0.000621
5510, 0.000664
5610, 0.000754
5710, 0.000758
5810, 0.000677
5910, 0.000665
6010, 0.000632
6110, 0.000855
6210, 0.000773
6310, 0.000388
6410, 0.000723
6510, 0.000736
6610, 0.000728
6710, 0.000740
6810, 0.000754
6910, 0.000762
7010, 0.000737
7110, 0.000476
7210, 0.000886
7310, 0.000902
7410, 0.000836
7510, 0.000882
7610, 0.000863
7710, 0.000857
7810, 0.000917
7910, 0.000855
8010, 0.000547
8110, 0.000488
8210, 0.000970
8310, 0.000957
8410, 0.000877
8510, 0.000943
8610, 0.001012
8710, 0.000892
8810, 0.000977
8910, 0.000908
9010, 0.000931
9110, 0.000573
9210, 0.000973
9310, 0.000966
9410, 0.001026
9510, 0.000988
9610, 0.001018
9710, 0.000683
9810, 0.000988
9910, 0.001012
