10, 0.000000
20, 0.000000
30, 0.000000
40, 0.000000
50, 0.000045
60, 0.000166
70, 0.000203
80, 0.000016
90, 0.000064
100, 0.000026
110, 0.000000
120, 0.000000
130, 0.000000
140, 0.000000
150, 0.000000
160, 0.000626
170, 0.001213
180, 0.001144
190, 0.001259
200, 0.001384
210, 0.001610
220, 0.001642
230, 0.001854
240, 0.001920
250, 0.002279
260, 0.002250
270, 0.002433
280, 0.003045
290, 0.002889
300, 0.003318
310, 0.003670
320, 0.002036
330, 0.001906
340, 0.002723
350, 0.003949
360, 0.004438
370, 0.005490
380, 0.004934
390, 0.002706
400, 0.005489
410, 0.005492
420, 0.004485
430, 0.006708
440, 0.005112
450, 0.007057
460, 0.007025
470, 0.007084
480, 0.007964
490, 0.008011
500, 0.008360
510, 0.008463
520, 0.009137
530, 0.009090
540, 0.008445
550, 0.010216
560, 0.010930
570, 0.010591
580, 0.011444
590, 0.011881
600, 0.011958
610, 0.012252
620, 0.012750
630, 0.013044
640, 0.013372
650, 0.013466
660, 0.012561
670, 0.012753
680, 0.015180
690, 0.016236
700, 0.016275
710, 0.015897
720, 0.016779
730, 0.017898
740, 0.018216
750, 0.018199
760, 0.017918
770, 0.018556
780, 0.019834
790, 0.019462
800, 0.021325
810, 0.021804
820, 0.021566
830, 0.022173
840, 0.021639
850, 0.023918
860, 0.023734
870, 0.025072
880, 0.022340
890, 0.025448
900, 0.022967
910, 0.025906
920, 0.027248
930, 0.027331
940, 0.027726
950, 0.028267
960, 0.028415
970, 0.027019
980, 0.026601
990, 0.030470
